NRIC,PLATE,MOD8,MOD7,,,,table slot,mod 7,mod 8,,,,
50469,124143,5,6,,,,,,,,,,
80792,124144,0,5,,,,,,,,,,
90609,124145,1,1,,,,,,,,,,
61154,124146,2,2,,,,,,,,,,
80921,124147,1,1,,,,,,,,,,
47837,124148,5,6,,,,,,,,,,
89039,124149,7,6,,,,,,,,,,
60688,124150,0,5,,,,,,,,,,
91097,124151,1,6,,,,,,,,,,
22812,124152,4,6,,,,,,,,,,
41620,124153,4,5,,,,,,,,,,
89089,124154,1,0,,,,,,,,,,
57490,124155,2,6,,,,,,,,,,
77141,124156,5,1,,,,,,,,,,
28627,124157,3,4,,,,,,,,,,
44730,124158,2,0,,,,,,,,,,
66146,124159,2,3,,,,,,,,,,
77933,124160,5,2,,,,,,,,,,
66142,124161,6,6,,,,,,,,,,
55270,124162,6,5,,,,,,,,,,
99766,124163,6,2,,,,,,,,,,
28197,124164,5,1,,,,,,,,,,
88092,124165,4,4,,,,,,,,,,
11677,124166,5,1,,,,,,,,,,
85844,124167,4,3,,,,,,,,,,
55012,124168,4,6,,,,,,,,,,
35210,124169,2,0,,,,,,,,,,
64130,124170,2,3,,,,,,,,,,
78484,124171,4,0,,,,,,,,,,
77113,124172,1,1,,,,,,,,,,
15903,124173,7,6,,,,,,,,,,
10655,124174,7,1,,,,,,,,,,
53074,124175,2,0,,,,,,,,,,
16319,124176,7,2,,,,,,,,,,
92303,124177,7,1,,,,,,,,,,
17506,124178,2,6,,,,,,,,,,
12146,124179,2,1,,,,,,,,,,
21320,124180,0,5,,,,,,,,,,
79549,124181,5,1,,,,,,,,,,
44525,124182,5,5,,,,,,,,,,
72249,124183,1,2,,,,,,,,,,
85582,124184,6,0,,,,,,,,,,
30825,124185,1,4,,,,,,,,,,
70398,124186,6,6,,,,,,,,,,
60531,124187,3,2,,,,,,,,,,
19681,124188,1,4,,,,,,,,,,
41287,124189,7,1,,,,,,,,,,
49722,124190,2,1,,,,,,,,,,
22114,124191,2,1,,,,,,,,,,
56257,124192,1,5,,,,,,,,,,
14588,124193,4,0,,,,,,,,,,
33469,124194,5,2,,,,,,,,,,
97363,124195,3,0,,,,,,,,,,
15912,124196,0,1,,,,,,,,,,
84321,124197,1,6,,,,,,,,,,
53358,124198,6,4,,,,,,,,,,
34968,124199,0,3,,,,,,,,,,
11806,124200,6,4,,,,,,,,,,
24616,124201,0,4,,,,,,,,,,
26248,124202,0,5,,,,,,,,,,
28303,124203,7,2,,,,,,,,,,
59322,124204,2,4,,,,,,,,,,
61487,124205,7,6,,,,,,,,,,
56957,124206,5,5,,,,,,,,,,
41429,124207,5,3,,,,,,,,,,
88114,124208,2,5,,,,,,,,,,
97671,124209,7,0,,,,,,,,,,
14569,124210,1,2,,,,,,,,,,
10691,124211,3,2,,,,,,,,,,
99063,124212,7,6,,,,,,,,,,
69565,124213,5,6,,,,,,,,,,
36168,124214,0,6,,,,,,,,,,
43939,124215,3,0,,,,,,,,,,
37639,124216,7,0,,,,,,,,,,
29638,124217,6,0,,,,,,,,,,
40134,124218,6,3,,,,,,,,,,
30811,124219,3,4,,,,,,,,,,
51820,124220,4,6,,,,,,,,,,
48776,124221,0,0,,,,,,,,,,
51613,124222,5,2,,,,,,,,,,
44981,124223,5,6,,,,,,,,,,
53347,124224,3,0,,,,,,,,,,
28201,124225,1,5,,,,,,,,,,
45068,124226,4,2,,,,,,,,,,
34660,124227,4,3,,,,,,,,,,
67390,124228,6,1,,,,,,,,,,
37320,124229,0,3,,,,,,,,,,
73801,124230,1,0,,,,,,,,,,
99869,124231,5,0,,,,,,,,,,
91664,124232,0,6,,,,,,,,,,
34627,124233,3,5,,,,,,,,,,
44664,124234,0,4,,,,,,,,,,
68026,124235,2,0,,,,,,,,,,
63743,124236,7,1,,,,,,,,,,
88765,124237,5,5,,,,,,,,,,
78472,124238,0,2,,,,,,,,,,
24249,124239,1,1,,,,,,,,,,
26034,124240,2,1,,,,,,,,,,
86738,124241,2,1,,,,,,,,,,
36524,124242,4,5,,,,,,,,,,
46813,124243,5,4,,,,,,,,,,
20818,124244,2,0,,,,,,,,,,
86866,124245,2,3,,,,,,,,,,
66536,124246,0,1,,,,,,,,,,
39161,124247,1,3,,,,,,,,,,
99995,124248,3,0,,,,,,,,,,
33476,124249,4,2,,,,,,,,,,
18036,124250,4,4,,,,,,,,,,
68616,124251,0,2,,,,,,,,,,
35133,124252,5,0,,,,,,,,,,
27691,124253,3,6,,,,,,,,,,
86464,124254,0,0,,,,,,,,,,
63619,124255,3,3,,,,,,,,,,
33047,124256,7,0,,,,,,,,,,
57245,124257,5,6,,,,,,,,,,
79104,124258,0,4,,,,,,,,,,
65496,124259,0,4,,,,,,,,,,
83059,124260,3,4,,,,,,,,,,
84112,124261,0,0,,,,,,,,,,
88797,124262,5,2,,,,,,,,,,
97689,124263,1,4,,,,,,,,,,
26569,124264,1,4,,,,,,,,,,
70092,124265,4,1,,,,,,,,,,
78563,124266,3,2,,,,,,,,,,
74656,124267,0,1,,,,,,,,,,
56802,124268,2,4,,,,,,,,,,
98707,124269,3,0,,,,,,,,,,
78235,124270,3,3,,,,,,,,,,
95788,124271,4,0,,,,,,,,,,
70474,124272,2,5,,,,,,,,,,
12332,124273,4,5,,,,,,,,,,
28796,124274,4,5,,,,,,,,,,
94552,124275,0,3,,,,,,,,,,
17808,124276,0,0,,,,,,,,,,
95044,124277,4,5,,,,,,,,,,
13673,124278,1,2,,,,,,,,,,
60367,124279,7,6,,,,,,,,,,
14039,124280,7,4,,,,,,,,,,
22224,124281,0,6,,,,,,,,,,
29850,124282,2,2,,,,,,,,,,
47211,124283,3,3,,,,,,,,,,
10861,124284,5,4,,,,,,,,,,
62223,124285,7,0,,,,,,,,,,
49310,124286,6,2,,,,,,,,,,
26201,124287,1,0,,,,,,,,,,
37298,124288,2,2,,,,,,,,,,
97670,124289,6,6,,,,,,,,,,
82059,124290,3,5,,,,,,,,,,
70015,124291,7,1,,,,,,,,,,
53581,124292,5,3,,,,,,,,,,
69403,124293,3,5,,,,,,,,,,
94725,124294,5,1,,,,,,,,,,
15574,124295,6,6,,,,,,,,,,
25358,124296,6,4,,,,,,,,,,
81115,124297,3,6,,,,,,,,,,
16795,124298,3,2,,,,,,,,,,
58179,124299,3,2,,,,,,,,,,
14022,124300,6,1,,,,,,,,,,
81300,124301,4,2,,,,,,,,,,
16289,124302,1,0,,,,,,,,,,
38532,124303,4,4,,,,,,,,,,
65082,124304,2,3,,,,,,,,,,
15682,124305,2,2,,,,,,,,,,
12206,124306,6,5,,,,,,,,,,
75698,124307,2,0,,,,,,,,,,
58175,124308,7,5,,,,,,,,,,
88375,124309,7,0,,,,,,,,,,
31706,124310,2,3,,,,,,,,,,
27986,124311,2,0,,,,,,,,,,
24728,124312,0,4,,,,,,,,,,
60502,124313,6,1,,,,,,,,,,
13585,124314,1,5,,,,,,,,,,
52650,124315,2,3,,,,,,,,,,
68240,124316,0,4,,,,,,,,,,
34498,124317,2,2,,,,,,,,,,
53725,124318,5,0,,,,,,,,,,
65315,124319,3,5,,,,,,,,,,
50632,124320,0,1,,,,,,,,,,
26448,124321,0,2,,,,,,,,,,
13991,124322,7,5,,,,,,,,,,
36013,124323,5,5,,,,,,,,,,
11927,124324,7,6,,,,,,,,,,
23269,124325,5,1,,,,,,,,,,
49513,124326,1,2,,,,,,,,,,
60925,124327,5,4,,,,,,,,,,
59353,124328,1,0,,,,,,,,,,
28594,124329,2,6,,,,,,,,,,
65606,124330,6,2,,,,,,,,,,
16705,124331,1,3,,,,,,,,,,
10769,124332,1,3,,,,,,,,,,
47683,124333,3,6,,,,,,,,,,
27948,124334,4,4,,,,,,,,,,
78503,124335,7,5,,,,,,,,,,
30837,124336,5,2,,,,,,,,,,
20794,124337,2,4,,,,,,,,,,
78830,124338,6,3,,,,,,,,,,
24256,124339,0,1,,,,,,,,,,
67711,124340,7,0,,,,,,,,,,
69665,124341,1,1,,,,,,,,,,
75792,124342,0,3,,,,,,,,,,
36806,124343,6,0,,,,,,,,,,
98953,124344,1,1,,,,,,,,,,
76602,124345,2,1,,,,,,,,,,
70580,124346,4,6,,,,,,,,,,
55198,124347,6,3,,,,,,,,,,
15759,124348,7,2,,,,,,,,,,
37584,124349,0,1,,,,,,,,,,
28460,124350,4,5,,,,,,,,,,
12675,124351,3,5,,,,,,,,,,
96696,124352,0,5,,,,,,,,,,
11637,124353,5,3,,,,,,,,,,
87365,124354,5,5,,,,,,,,,,
90953,124355,1,2,,,,,,,,,,
41624,124356,0,2,,,,,,,,,,
93709,124357,5,0,,,,,,,,,,
85839,124358,7,5,,,,,,,,,,
83978,124359,2,6,,,,,,,,,,
92577,124360,1,2,,,,,,,,,,
18190,124361,6,4,,,,,,,,,,
71508,124362,4,3,,,,,,,,,,
76067,124363,3,5,,,,,,,,,,
10031,124364,7,0,,,,,,,,,,
20181,124365,5,0,,,,,,,,,,
46269,124366,5,6,,,,,,,,,,
47053,124367,5,6,,,,,,,,,,
92454,124368,6,5,,,,,,,,,,
48081,124369,1,5,,,,,,,,,,
87559,124370,7,3,,,,,,,,,,
16490,124371,2,5,,,,,,,,,,
25893,124372,5,0,,,,,,,,,,
91153,124373,1,6,,,,,,,,,,
52306,124374,2,2,,,,,,,,,,
15056,124375,0,6,,,,,,,,,,
72428,124376,4,6,,,,,,,,,,
93360,124377,0,1,,,,,,,,,,
31133,124378,5,4,,,,,,,,,,
49408,124379,0,2,,,,,,,,,,
77867,124380,3,6,,,,,,,,,,
18176,124381,0,4,,,,,,,,,,
97432,124382,0,6,,,,,,,,,,
12071,124383,7,3,,,,,,,,,,
66831,124384,7,2,,,,,,,,,,
31004,124385,4,1,,,,,,,,,,
76877,124386,5,3,,,,,,,,,,
73291,124387,3,1,,,,,,,,,,
81767,124388,7,0,,,,,,,,,,
50063,124389,7,6,,,,,,,,,,
18832,124390,0,2,,,,,,,,,,
81714,124391,2,3,,,,,,,,,,
49072,124392,0,2,,,,,,,,,,
96959,124393,7,2,,,,,,,,,,
49405,124394,5,6,,,,,,,,,,
28597,124395,5,2,,,,,,,,,,
98039,124396,7,4,,,,,,,,,,
90778,124397,2,2,,,,,,,,,,
74137,124398,1,0,,,,,,,,,,
71385,124399,1,6,,,,,,,,,,
32661,124400,5,6,,,,,,,,,,
15458,124401,2,2,,,,,,,,,,
29550,124402,6,3,,,,,,,,,,
27626,124403,2,4,,,,,,,,,,
46218,124404,2,4,,,,,,,,,,
53415,124405,7,5,,,,,,,,,,
86608,124406,0,4,,,,,,,,,,
24924,124407,4,4,,,,,,,,,,
85021,124408,5,6,,,,,,,,,,
24205,124409,5,6,,,,,,,,,,
18975,124410,7,5,,,,,,,,,,
11724,124411,4,6,,,,,,,,,,
34977,124412,1,5,,,,,,,,,,
41616,124413,0,1,,,,,,,,,,
33527,124414,7,4,,,,,,,,,,
77063,124415,7,0,,,,,,,,,,
70262,124416,6,3,,,,,,,,,,
41596,124417,4,2,,,,,,,,,,
65138,124418,2,3,,,,,,,,,,
25375,124419,7,0,,,,,,,,,,
28227,124420,3,3,,,,,,,,,,
45112,124421,0,4,,,,,,,,,,
25124,124422,4,1,,,,,,,,,,
91437,124423,5,3,,,,,,,,,,
15281,124424,1,0,,,,,,,,,,
30748,124425,4,4,,,,,,,,,,
74369,124426,1,1,,,,,,,,,,
53651,124427,3,3,,,,,,,,,,
20752,124428,0,4,,,,,,,,,,
12213,124429,5,5,,,,,,,,,,
99725,124430,5,3,,,,,,,,,,
20364,124431,4,1,,,,,,,,,,
98116,124432,4,4,,,,,,,,,,
67341,124433,5,1,,,,,,,,,,
46337,124434,1,4,,,,,,,,,,
64291,124435,3,3,,,,,,,,,,
37612,124436,4,1,,,,,,,,,,
99442,124437,2,0,,,,,,,,,,
65920,124438,0,1,,,,,,,,,,
26207,124439,7,6,,,,,,,,,,
60654,124440,6,6,,,,,,,,,,
12267,124441,3,3,,,,,,,,,,
86635,124442,3,3,,,,,,,,,,
49517,124443,5,6,,,,,,,,,,
18749,124444,5,3,,,,,,,,,,
84072,124445,0,2,,,,,,,,,,
74224,124446,0,3,,,,,,,,,,
84541,124447,5,2,,,,,,,,,,
74253,124448,5,4,,,,,,,,,,
84136,124449,0,3,,,,,,,,,,
94704,124450,0,1,,,,,,,,,,
89548,124451,4,4,,,,,,,,,,
84339,124452,3,3,,,,,,,,,,
48988,124453,4,2,,,,,,,,,,
79029,124454,5,6,,,,,,,,,,
10179,124455,3,1,,,,,,,,,,
53751,124456,7,5,,,,,,,,,,
94170,124457,2,6,,,,,,,,,,
82305,124458,1,6,,,,,,,,,,
51227,124459,3,1,,,,,,,,,,
60962,124460,2,6,,,,,,,,,,
35482,124461,2,6,,,,,,,,,,
62174,124462,6,0,,,,,,,,,,
17502,124463,6,2,,,,,,,,,,
46501,124464,5,0,,,,,,,,,,
23615,124465,7,4,,,,,,,,,,
45128,124466,0,6,,,,,,,,,,
55023,124467,7,3,,,,,,,,,,
69705,124468,1,6,,,,,,,,,,
99484,124469,4,0,,,,,,,,,,
71639,124470,7,1,,,,,,,,,,
26294,124471,6,2,,,,,,,,,,
36948,124472,4,2,,,,,,,,,,
69337,124473,1,2,,,,,,,,,,
95201,124474,1,1,,,,,,,,,,
59165,124475,5,1,,,,,,,,,,
44273,124476,1,5,,,,,,,,,,
16794,124477,2,1,,,,,,,,,,
51693,124478,5,5,,,,,,,,,,
38302,124479,6,5,,,,,,,,,,
91724,124480,4,3,,,,,,,,,,
31940,124481,4,6,,,,,,,,,,
84247,124482,7,2,,,,,,,,,,
92927,124483,7,2,,,,,,,,,,
11106,124484,2,4,,,,,,,,,,
31317,124485,5,6,,,,,,,,,,
96384,124486,0,1,,,,,,,,,,
81888,124487,0,2,,,,,,,,,,
65976,124488,0,1,,,,,,,,,,
38891,124489,3,6,,,,,,,,,,
55088,124490,0,5,,,,,,,,,,
45843,124491,3,0,,,,,,,,,,
81008,124492,0,4,,,,,,,,,,
86121,124493,1,0,,,,,,,,,,
38372,124494,4,5,,,,,,,,,,
85385,124495,1,6,,,,,,,,,,
31366,124496,6,6,,,,,,,,,,
67694,124497,6,4,,,,,,,,,,
52081,124498,1,1,,,,,,,,,,
62771,124499,3,2,,,,,,,,,,
98410,124500,2,4,,,,,,,,,,
79457,124501,1,0,,,,,,,,,,
28160,124502,0,6,,,,,,,,,,
46587,124503,3,2,,,,,,,,,,
29720,124504,0,5,,,,,,,,,,
61639,124505,7,4,,,,,,,,,,
24457,124506,1,6,,,,,,,,,,
59818,124507,2,3,,,,,,,,,,
11247,124508,7,5,,,,,,,,,,
73380,124509,4,6,,,,,,,,,,
26235,124510,3,6,,,,,,,,,,
97688,124511,0,3,,,,,,,,,,
35136,124512,0,3,,,,,,,,,,
79244,124513,4,4,,,,,,,,,,
79846,124514,6,4,,,,,,,,,,
43494,124515,6,3,,,,,,,,,,
35483,124516,3,0,,,,,,,,,,
52190,124517,6,5,,,,,,,,,,
59958,124518,6,3,,,,,,,,,,
57336,124519,0,6,,,,,,,,,,
96380,124520,4,4,,,,,,,,,,
36915,124521,3,4,,,,,,,,,,
85192,124522,0,2,,,,,,,,,,
24943,124523,7,2,,,,,,,,,,
38006,124524,6,3,,,,,,,,,,
63476,124525,4,0,,,,,,,,,,
46667,124526,3,5,,,,,,,,,,
42176,124527,0,1,,,,,,,,,,
60374,124528,6,6,,,,,,,,,,
39336,124529,0,3,,,,,,,,,,
95464,124530,0,5,,,,,,,,,,
76441,124531,1,1,,,,,,,,,,
68299,124532,3,0,,,,,,,,,,
69098,124533,2,1,,,,,,,,,,
47397,124534,5,0,,,,,,,,,,
80297,124535,1,0,,,,,,,,,,
26259,124536,3,2,,,,,,,,,,
30267,124537,3,6,,,,,,,,,,
49132,124538,4,6,,,,,,,,,,
96890,124539,2,3,,,,,,,,,,
73308,124540,4,4,,,,,,,,,,
70631,124541,7,1,,,,,,,,,,
81684,124542,4,1,,,,,,,,,,
52179,124543,3,1,,,,,,,,,,
96378,124544,2,2,,,,,,,,,,
73719,124545,7,2,,,,,,,,,,
54069,124546,5,1,,,,,,,,,,
71030,124547,6,1,,,,,,,,,,
61248,124548,0,5,,,,,,,,,,
54971,124549,3,0,,,,,,,,,,
35938,124550,2,0,,,,,,,,,,
53419,124551,3,2,,,,,,,,,,
79561,124552,1,6,,,,,,,,,,
19912,124553,0,4,,,,,,,,,,
60247,124554,7,5,,,,,,,,,,
35977,124555,1,4,,,,,,,,,,
35072,124556,0,2,,,,,,,,,,
63707,124557,3,0,,,,,,,,,,
40836,124558,4,5,,,,,,,,,,
55003,124559,3,4,,,,,,,,,,
67162,124560,2,4,,,,,,,,,,
86558,124561,6,3,,,,,,,,,,
30974,124562,6,6,,,,,,,,,,
28780,124563,4,3,,,,,,,,,,
23881,124564,1,4,,,,,,,,,,
17166,124565,6,2,,,,,,,,,,
32247,124566,7,5,,,,,,,,,,
62957,124567,5,6,,,,,,,,,,
69310,124568,6,3,,,,,,,,,,
43489,124569,1,5,,,,,,,,,,
27483,124570,3,1,,,,,,,,,,
39851,124571,3,0,,,,,,,,,,
48795,124572,3,5,,,,,,,,,,
82336,124573,0,2,,,,,,,,,,
95556,124574,4,6,,,,,,,,,,
44575,124575,7,6,,,,,,,,,,
14726,124576,6,5,,,,,,,,,,
91581,124577,5,0,,,,,,,,,,
26463,124578,7,3,,,,,,,,,,
27247,124579,7,3,,,,,,,,,,
11835,124580,3,5,,,,,,,,,,
88413,124581,5,3,,,,,,,,,,
88406,124582,6,3,,,,,,,,,,
59048,124583,0,3,,,,,,,,,,
85776,124584,0,5,,,,,,,,,,
65020,124585,4,4,,,,,,,,,,
76873,124586,1,6,,,,,,,,,,
66437,124587,5,0,,,,,,,,,,
44679,124588,7,5,,,,,,,,,,
90269,124589,5,4,,,,,,,,,,
92573,124590,5,5,,,,,,,,,,
32096,124591,0,1,,,,,,,,,,
87237,124592,5,3,,,,,,,,,,
13810,124593,2,6,,,,,,,,,,
26229,124594,5,0,,,,,,,,,,
27651,124595,3,1,,,,,,,,,,
59670,124596,6,2,,,,,,,,,,
34950,124597,6,6,,,,,,,,,,
99973,124598,5,6,,,,,,,,,,
79129,124599,1,1,,,,,,,,,,
37705,124600,1,3,,,,,,,,,,
64522,124601,2,3,,,,,,,,,,
82090,124602,2,1,,,,,,,,,,
39507,124603,3,6,,,,,,,,,,
92031,124604,7,2,,,,,,,,,,
70719,124605,7,5,,,,,,,,,,
77513,124606,1,2,,,,,,,,,,
15008,124607,0,0,,,,,,,,,,
81417,124608,1,0,,,,,,,,,,
52364,124609,4,4,,,,,,,,,,
95936,124610,0,1,,,,,,,,,,
51767,124611,7,2,,,,,,,,,,
12186,124612,2,6,,,,,,,,,,
50518,124613,6,6,,,,,,,,,,
73139,124614,3,3,,,,,,,,,,
94434,124615,2,4,,,,,,,,,,
73445,124616,5,1,,,,,,,,,,
82088,124617,0,6,,,,,,,,,,
59720,124618,0,3,,,,,,,,,,
28729,124619,1,1,,,,,,,,,,
88421,124620,5,4,,,,,,,,,,
37968,124621,0,0,,,,,,,,,,
58097,124622,1,4,,,,,,,,,,
57043,124623,3,0,,,,,,,,,,
50953,124624,1,0,,,,,,,,,,
59272,124625,0,3,,,,,,,,,,
14613,124626,5,4,,,,,,,,,,
15202,124627,2,5,,,,,,,,,,
31456,124628,0,5,,,,,,,,,,
26343,124629,7,2,,,,,,,,,,
34409,124630,1,4,,,,,,,,,,
60440,124631,0,2,,,,,,,,,,
68267,124632,3,3,,,,,,,,,,
55010,124633,2,4,,,,,,,,,,
26927,124634,7,5,,,,,,,,,,
30085,124635,5,6,,,,,,,,,,
38584,124636,0,0,,,,,,,,,,
63234,124637,2,3,,,,,,,,,,
93064,124638,0,6,,,,,,,,,,
95324,124639,4,5,,,,,,,,,,
33071,124640,7,3,,,,,,,,,,
85724,124641,4,2,,,,,,,,,,
58596,124642,4,6,,,,,,,,,,
40756,124643,4,2,,,,,,,,,,
38386,124644,2,5,,,,,,,,,,
58268,124645,4,0,,,,,,,,,,
80933,124646,5,6,,,,,,,,,,
28302,124647,6,1,,,,,,,,,,
64218,124648,2,0,,,,,,,,,,
73415,124649,7,6,,,,,,,,,,
91905,124650,1,2,,,,,,,,,,
89323,124651,3,3,,,,,,,,,,
27533,124652,5,2,,,,,,,,,,
75519,124653,7,3,,,,,,,,,,
58766,124654,6,1,,,,,,,,,,
43166,124655,6,4,,,,,,,,,,
35644,124656,4,0,,,,,,,,,,
61955,124657,3,5,,,,,,,,,,
44084,124658,4,5,,,,,,,,,,
42315,124659,3,0,,,,,,,,,,
83273,124660,1,1,,,,,,,,,,
55668,124661,4,4,,,,,,,,,,
74227,124662,3,6,,,,,,,,,,
44700,124663,4,5,,,,,,,,,,
85065,124664,1,1,,,,,,,,,,
29310,124665,6,1,,,,,,,,,,
69858,124666,2,5,,,,,,,,,,
61427,124667,3,2,,,,,,,,,,
46742,124668,6,3,,,,,,,,,,
79428,124669,4,6,,,,,,,,,,
25098,124670,2,3,,,,,,,,,,
82378,124671,2,2,,,,,,,,,,
11739,124672,3,0,,,,,,,,,,
67073,124673,1,6,,,,,,,,,,
86947,124674,3,0,,,,,,,,,,
31591,124675,7,0,,,,,,,,,,
62705,124676,1,6,,,,,,,,,,
66457,124677,1,6,,,,,,,,,,
64845,124678,5,4,,,,,,,,,,
57599,124679,7,3,,,,,,,,,,
80001,124680,1,5,,,,,,,,,,
87018,124681,2,1,,,,,,,,,,
55376,124682,0,6,,,,,,,,,,
55848,124683,0,2,,,,,,,,,,
11062,124684,6,2,,,,,,,,,,
43716,124685,4,1,,,,,,,,,,
69769,124686,1,0,,,,,,,,,,
53447,124687,7,2,,,,,,,,,,
45242,124688,2,1,,,,,,,,,,
81062,124689,6,2,,,,,,,,,,
11004,124690,4,0,,,,,,,,,,
28793,124691,1,2,,,,,,,,,,
53687,124692,7,4,,,,,,,,,,
37242,124693,2,2,,,,,,,,,,
76844,124694,4,5,,,,,,,,,,
82879,124695,7,6,,,,,,,,,,
81324,124696,4,5,,,,,,,,,,
70505,124697,1,1,,,,,,,,,,
76905,124698,1,3,,,,,,,,,,
52933,124699,5,6,,,,,,,,,,
15401,124700,1,1,,,,,,,,,,
17959,124701,7,4,,,,,,,,,,
18059,124702,3,6,,,,,,,,,,
23468,124703,4,4,,,,,,,,,,
59576,124704,0,6,,,,,,,,,,
35160,124705,0,6,,,,,,,,,,
43888,124706,0,5,,,,,,,,,,
95006,124707,6,2,,,,,,,,,,
98140,124708,4,0,,,,,,,,,,
81956,124709,4,0,,,,,,,,,,
86740,124710,4,3,,,,,,,,,,
19981,124711,5,3,,,,,,,,,,
78164,124712,4,2,,,,,,,,,,
41822,124713,6,4,,,,,,,,,,
77114,124714,2,2,,,,,,,,,,
89249,124715,1,6,,,,,,,,,,
36855,124716,7,0,,,,,,,,,,
31047,124717,7,2,,,,,,,,,,
18113,124718,1,4,,,,,,,,,,
36641,124719,1,3,,,,,,,,,,
72452,124720,4,2,,,,,,,,,,
85893,124721,5,3,,,,,,,,,,
16511,124722,7,5,,,,,,,,,,
17554,124723,2,5,,,,,,,,,,
11323,124724,3,4,,,,,,,,,,
42405,124725,5,6,,,,,,,,,,
54715,124726,3,3,,,,,,,,,,
69326,124727,6,5,,,,,,,,,,
56611,124728,3,2,,,,,,,,,,
96145,124729,1,0,,,,,,,,,,
69617,124730,1,2,,,,,,,,,,
38708,124731,4,5,,,,,,,,,,
76248,124732,0,4,,,,,,,,,,
68455,124733,7,2,,,,,,,,,,
23386,124734,2,6,,,,,,,,,,
27424,124735,0,5,,,,,,,,,,
33294,124736,6,2,,,,,,,,,,
28217,124737,1,0,,,,,,,,,,
64435,124738,3,0,,,,,,,,,,
17420,124739,4,4,,,,,,,,,,
22145,124740,1,4,,,,,,,,,,
96161,124741,1,2,,,,,,,,,,
92867,124742,3,5,,,,,,,,,,
46034,124743,2,2,,,,,,,,,,
64139,124744,3,5,,,,,,,,,,
69985,124745,1,6,,,,,,,,,,
63574,124746,6,0,,,,,,,,,,
62121,124747,1,3,,,,,,,,,,
14539,124748,3,0,,,,,,,,,,
83691,124749,3,6,,,,,,,,,,
81683,124750,3,0,,,,,,,,,,
36583,124751,7,1,,,,,,,,,,
63242,124752,2,4,,,,,,,,,,
91880,124753,0,5,,,,,,,,,,
21920,124754,0,3,,,,,,,,,,
88140,124755,4,3,,,,,,,,,,
72598,124756,6,1,,,,,,,,,,
31874,124757,2,3,,,,,,,,,,
56364,124758,4,0,,,,,,,,,,
87558,124759,6,2,,,,,,,,,,
96560,124760,0,2,,,,,,,,,,
72867,124761,3,4,,,,,,,,,,
68055,124762,7,1,,,,,,,,,,
60258,124763,2,2,,,,,,,,,,
57248,124764,0,2,,,,,,,,,,
88243,124765,3,1,,,,,,,,,,
11701,124766,5,4,,,,,,,,,,
41609,124767,1,1,,,,,,,,,,
79410,124768,2,2,,,,,,,,,,
50562,124769,2,1,,,,,,,,,,
38381,124770,5,0,,,,,,,,,,
44250,124771,2,3,,,,,,,,,,
37797,124772,5,4,,,,,,,,,,
94468,124773,4,3,,,,,,,,,,
91632,124774,0,2,,,,,,,,,,
75029,124775,5,3,,,,,,,,,,
69476,124776,4,1,,,,,,,,,,
64777,124777,1,6,,,,,,,,,,
92863,124778,7,1,,,,,,,,,,
10916,124779,4,3,,,,,,,,,,
25367,124780,7,6,,,,,,,,,,
53501,124781,5,0,,,,,,,,,,
42192,124782,0,3,,,,,,,,,,
62349,124783,5,0,,,,,,,,,,
67785,124784,1,4,,,,,,,,,,
22276,124785,4,2,,,,,,,,,,
28424,124786,0,4,,,,,,,,,,
83081,124787,1,5,,,,,,,,,,
91434,124788,2,0,,,,,,,,,,
51917,124789,5,5,,,,,,,,,,
23995,124790,3,6,,,,,,,,,,
33842,124791,2,4,,,,,,,,,,
32056,124792,0,3,,,,,,,,,,
16436,124793,4,0,,,,,,,,,,
31546,124794,2,4,,,,,,,,,,
42484,124795,4,1,,,,,,,,,,
88744,124796,0,5,,,,,,,,,,
19166,124797,6,0,,,,,,,,,,
38779,124798,3,6,,,,,,,,,,
24151,124799,7,1,,,,,,,,,,
51903,124800,7,5,,,,,,,,,,
11730,124801,2,5,,,,,,,,,,
33884,124802,4,4,,,,,,,,,,
20914,124803,2,5,,,,,,,,,,
42821,124804,5,2,,,,,,,,,,
74807,124805,7,5,,,,,,,,,,
73624,124806,0,5,,,,,,,,,,
22378,124807,2,6,,,,,,,,,,
67460,124808,4,1,,,,,,,,,,
46078,124809,6,4,,,,,,,,,,
26205,124810,5,4,,,,,,,,,,
52969,124811,1,0,,,,,,,,,,
61806,124812,6,3,,,,,,,,,,
27011,124813,3,5,,,,,,,,,,
16166,124814,6,3,,,,,,,,,,
36892,124815,4,2,,,,,,,,,,
43292,124816,4,4,,,,,,,,,,
76994,124817,2,1,,,,,,,,,,
82208,124818,0,0,,,,,,,,,,
64778,124819,2,0,,,,,,,,,,
86370,124820,2,4,,,,,,,,,,
76354,124821,2,5,,,,,,,,,,
85963,124822,3,3,,,,,,,,,,
30502,124823,6,3,,,,,,,,,,
38492,124824,4,6,,,,,,,,,,
22592,124825,0,3,,,,,,,,,,
95616,124826,0,3,,,,,,,,,,
26459,124827,3,6,,,,,,,,,,
25509,124828,5,1,,,,,,,,,,
43057,124829,1,0,,,,,,,,,,
56235,124830,3,4,,,,,,,,,,
35869,124831,5,1,,,,,,,,,,
37838,124832,6,3,,,,,,,,,,
97325,124833,5,4,,,,,,,,,,
42057,124834,1,1,,,,,,,,,,
58725,124835,5,2,,,,,,,,,,
73553,124836,1,4,,,,,,,,,,
87118,124837,6,3,,,,,,,,,,
61241,124838,1,5,,,,,,,,,,
88584,124839,0,6,,,,,,,,,,
