NRIC,PLATE,mod 7,mod 8,,,,,,,,,
3070768,2596837,1,0,,,,,,,,,
7244320,8549728,6,0,,,,,,,,,
8573620,6441046,6,4,,,,,,,,,
6076168,7180673,0,0,,,,,,,,,
5422504,7788521,3,0,,,,,,,,,
231428,9165412,1,4,,,,,,,,,
7748828,1326802,3,4,,,,,,,,,
6622024,4973988,3,0,,,,,,,,,
203416,6829803,3,0,,,,,,,,,
3048420,6900957,4,4,,,,,,,,,
3722848,1430956,3,0,,,,,,,,,
2105568,9632879,3,0,,,,,,,,,
5667460,2812758,1,4,,,,,,,,,
7635536,6927259,6,0,,,,,,,,,
6418132,3722904,0,4,,,,,,,,,
2410304,9520789,1,0,,,,,,,,,
5598440,7327276,1,0,,,,,,,,,
668276,5098155,0,4,,,,,,,,,
7322864,7904411,3,0,,,,,,,,,
7984660,2815948,5,4,,,,,,,,,
6301164,4314723,2,4,,,,,,,,,
6692084,5090639,0,4,,,,,,,,,
8537432,4770569,1,0,,,,,,,,,
3943884,6802249,0,4,,,,,,,,,
7277212,1930880,5,4,,,,,,,,,
2260624,5762539,2,0,,,,,,,,,
5344264,6527381,2,0,,,,,,,,,
9505296,36385,3,0,,,,,,,,,
2339064,5364582,0,0,,,,,,,,,
7016500,4224050,1,4,,,,,,,,,
2235972,608218,4,4,,,,,,,,,
9565108,4593600,0,4,,,,,,,,,
3059360,8416749,3,0,,,,,,,,,
7479836,5399339,0,4,,,,,,,,,
5697732,7619463,5,4,,,,,,,,,
8450952,2940874,6,0,,,,,,,,,
6924896,8613382,6,0,,,,,,,,,
5502072,9942263,2,0,,,,,,,,,
7062356,7708439,0,4,,,,,,,,,
3257144,4824998,2,0,,,,,,,,,
2070052,8253283,5,4,,,,,,,,,
9143132,2356563,5,4,,,,,,,,,
3019464,6965181,0,0,,,,,,,,,
447140,2120050,1,4,,,,,,,,,
753332,8917021,6,4,,,,,,,,,
8899856,6842667,0,0,,,,,,,,,
7039292,2513069,1,4,,,,,,,,,
2101708,166126,0,4,,,,,,,,,
4375336,8906278,0,0,,,,,,,,,
5156300,5635881,2,4,,,,,,,,,
239080,2600874,2,0,,,,,,,,,
320980,7120012,2,4,,,,,,,,,
3180616,9459056,5,0,,,,,,,,,
4799648,298995,0,0,,,,,,,,,
994704,7050378,4,0,,,,,,,,,
8606604,6579936,6,4,,,,,,,,,
4649936,606797,4,0,,,,,,,,,
178428,3312968,5,4,,,,,,,,,
6238572,6981782,4,4,,,,,,,,,
8409032,5169566,2,0,,,,,,,,,
5536656,8745376,6,0,,,,,,,,,
555492,2150872,0,4,,,,,,,,,
9834488,1850673,6,0,,,,,,,,,
1466812,3615500,4,4,,,,,,,,,
840708,8907157,1,4,,,,,,,,,
2704188,5217220,4,4,,,,,,,,,
5732132,8220170,0,4,,,,,,,,,
9888584,3274267,6,0,,,,,,,,,
8875400,3104359,2,0,,,,,,,,,
6921856,187710,4,0,,,,,,,,,
123864,5665573,6,0,,,,,,,,,
391008,5967182,2,0,,,,,,,,,
2396764,631270,6,4,,,,,,,,,
6691664,3194471,0,0,,,,,,,,,
4998840,9837117,0,0,,,,,,,,,
851104,5004247,2,0,,,,,,,,,
456516,7323462,4,4,,,,,,,,,
8552272,1230501,1,0,,,,,,,,,
2887816,1607200,1,0,,,,,,,,,
9866276,352740,0,4,,,,,,,,,
1205348,4044584,4,4,,,,,,,,,
6388804,1751302,2,4,,,,,,,,,
3470804,115082,1,4,,,,,,,,,
8627448,4544536,4,0,,,,,,,,,
2865848,4212015,6,0,,,,,,,,,
7084672,4811650,0,0,,,,,,,,,
1116436,6101866,6,4,,,,,,,,,
3892944,9724606,6,0,,,,,,,,,
6258120,4112602,1,0,,,,,,,,,
5054316,8748400,1,4,,,,,,,,,
705184,2654044,4,0,,,,,,,,,
9129548,2471125,1,4,,,,,,,,,
3157624,6313271,1,0,,,,,,,,,
1845096,6621929,1,0,,,,,,,,,
4486224,6281069,1,0,,,,,,,,,
8130184,9024650,6,0,,,,,,,,,
8370044,4442872,4,4,,,,,,,,,
7254040,4996491,3,0,,,,,,,,,
7332220,9308143,0,4,,,,,,,,,
5923352,5110541,1,0,,,,,,,,,
4818520,5221754,0,0,,,,,,,,,
4364244,6990563,3,4,,,,,,,,,
2608056,556986,3,0,,,,,,,,,
5420676,5463611,2,4,,,,,,,,,
1156188,8770673,5,4,,,,,,,,,
4954392,8007995,2,0,,,,,,,,,
7251292,1587953,6,4,,,,,,,,,
9410240,8987538,0,0,,,,,,,,,
9561216,4410947,0,0,,,,,,,,,
5931772,341602,0,4,,,,,,,,,
7887352,9166279,4,0,,,,,,,,,
6869060,4027393,2,4,,,,,,,,,
2374732,6396344,3,4,,,,,,,,,
2161952,1161094,2,0,,,,,,,,,
4075816,6210210,3,0,,,,,,,,,
3597240,8095556,3,0,,,,,,,,,
9433812,6948967,3,4,,,,,,,,,
6525156,4853879,1,4,,,,,,,,,
8017504,4544749,5,0,,,,,,,,,
3037576,7877788,3,0,,,,,,,,,
6367992,4352871,1,0,,,,,,,,,
318468,7088580,3,4,,,,,,,,,
6535352,270334,5,0,,,,,,,,,
8012556,1548006,6,4,,,,,,,,,
7986992,5134796,6,0,,,,,,,,,
2388984,1252414,3,0,,,,,,,,,
8460368,1457114,0,0,,,,,,,,,
87884,3009777,6,4,,,,,,,,,
943212,2101852,4,4,,,,,,,,,
7636516,4199039,6,4,,,,,,,,,
1981304,5327465,3,0,,,,,,,,,
7355756,8133933,2,4,,,,,,,,,
3708972,8587234,1,4,,,,,,,,,
4214468,7331035,6,4,,,,,,,,,
7263104,8001597,2,0,,,,,,,,,
5127852,1597019,2,4,,,,,,,,,
7756472,4210718,3,0,,,,,,,,,
4276888,1225891,0,0,,,,,,,,,
2609856,6468686,4,0,,,,,,,,,
5519304,954583,0,0,,,,,,,,,
376588,8862342,2,4,,,,,,,,,
7905952,3634100,5,0,,,,,,,,,
4634332,9357013,3,4,,,,,,,,,
6615284,1471602,4,4,,,,,,,,,
7857972,2267777,3,4,,,,,,,,,
5225068,4966563,2,4,,,,,,,,,
1174988,6556752,3,4,,,,,,,,,
5340284,1747747,5,4,,,,,,,,,
8564620,2232402,1,4,,,,,,,,,
2681808,295200,3,0,,,,,,,,,
7693068,4009024,5,4,,,,,,,,,
8364852,7581407,6,4,,,,,,,,,
6313660,1086033,3,4,,,,,,,,,
210688,5109262,2,0,,,,,,,,,
4198544,5211779,0,0,,,,,,,,,
2393288,322600,2,0,,,,,,,,,
6005992,1608547,6,0,,,,,,,,,
9593352,9383278,6,0,,,,,,,,,
4428756,2232830,3,4,,,,,,,,,
8578244,8485409,3,4,,,,,,,,,
2006784,1168689,3,0,,,,,,,,,
4076924,1791821,5,4,,,,,,,,,
8386288,5496948,1,0,,,,,,,,,
558424,8606105,6,0,,,,,,,,,
6094212,5863569,5,4,,,,,,,,,
1200528,6272100,0,0,,,,,,,,,
1421824,2511161,5,0,,,,,,,,,
8494140,6394741,4,4,,,,,,,,,
2633196,9165482,6,4,,,,,,,,,
3918072,6743567,4,0,,,,,,,,,
2508436,4625729,0,4,,,,,,,,,
3042936,2663903,1,0,,,,,,,,,
5609812,9659426,5,4,,,,,,,,,
5712564,7656511,4,4,,,,,,,,,
2621536,5528739,1,0,,,,,,,,,
4073728,2423802,1,0,,,,,,,,,
739140,3051589,3,4,,,,,,,,,
5227444,9049885,5,4,,,,,,,,,
6777280,3152289,6,0,,,,,,,,,
3992692,5063608,4,4,,,,,,,,,
824852,946664,0,4,,,,,,,,,
4769256,7536136,2,0,,,,,,,,,
9007160,582488,1,0,,,,,,,,,
4562596,3218376,3,4,,,,,,,,,
1320960,943991,4,0,,,,,,,,,
3127240,9828271,4,0,,,,,,,,,
3547000,199223,2,0,,,,,,,,,
1992892,8904176,6,4,,,,,,,,,
4785312,6194021,0,0,,,,,,,,,
9321508,1730505,0,4,,,,,,,,,
1628468,900280,2,4,,,,,,,,,
1537856,3541287,5,0,,,,,,,,,
6722444,5110404,1,4,,,,,,,,,
5489468,4665190,5,4,,,,,,,,,
9046392,8313062,5,0,,,,,,,,,
5195672,5747157,6,0,,,,,,,,,
384440,8316903,0,0,,,,,,,,,
3655168,2723148,6,0,,,,,,,,,
7178232,2041985,5,0,,,,,,,,,
9481540,9797315,5,4,,,,,,,,,
1784456,1825601,2,0,,,,,,,,,
5128412,672211,2,4,,,,,,,,,
7123504,3512093,3,0,,,,,,,,,
2653216,1008724,6,0,,,,,,,,,
3794136,8989019,3,0,,,,,,,,,
2513756,8836348,0,4,,,,,,,,,
2256808,7904021,1,0,,,,,,,,,
6855608,5350418,4,0,,,,,,,,,
8826004,407592,5,4,,,,,,,,,
3066344,6031917,1,0,,,,,,,,,
5797596,1943282,0,4,,,,,,,,,
543004,6228874,0,4,,,,,,,,,
4766296,2210300,3,0,,,,,,,,,
7218128,6628495,1,0,,,,,,,,,
9916940,1945758,5,4,,,,,,,,,
2492408,9546271,2,0,,,,,,,,,
9128416,6485804,3,0,,,,,,,,,
2543416,8069359,1,0,,,,,,,,,
23768,759911,3,0,,,,,,,,,
2098864,1582488,5,0,,,,,,,,,
8806200,9336366,4,0,,,,,,,,,
357712,713464,5,0,,,,,,,,,
7643848,7796025,2,0,,,,,,,,,
2740720,5851523,3,0,,,,,,,,,
4883168,5156116,3,0,,,,,,,,,
9210968,8174810,4,0,,,,,,,,,
575840,8286238,6,0,,,,,,,,,
979636,7453467,0,4,,,,,,,,,
4498784,3018824,3,0,,,,,,,,,
6965140,4590097,0,4,,,,,,,,,
5664320,5322923,4,0,,,,,,,,,
5930764,7614292,0,4,,,,,,,,,
6341032,3143479,5,0,,,,,,,,,
7655108,3146395,6,4,,,,,,,,,
6691068,3737333,6,4,,,,,,,,,
1213360,6328467,1,0,,,,,,,,,
4455776,3285607,3,0,,,,,,,,,
9268264,7871627,5,0,,,,,,,,,
2285296,661206,6,0,,,,,,,,,
4550204,5921539,1,4,,,,,,,,,
924916,4753090,6,4,,,,,,,,,
8437028,8031774,5,4,,,,,,,,,
387668,9932831,1,4,,,,,,,,,
535828,1273337,6,4,,,,,,,,,
5414376,1065630,2,0,,,,,,,,,
6257068,1403930,6,4,,,,,,,,,
3948732,186359,4,4,,,,,,,,,
5780904,607128,3,0,,,,,,,,,
2669864,5303205,1,0,,,,,,,,,
1835748,3540169,5,4,,,,,,,,,
9719708,6198188,5,4,,,,,,,,,
562076,7728587,4,4,,,,,,,,,
2326500,3487197,1,4,,,,,,,,,
3462904,6190242,4,0,,,,,,,,,
6403868,4480966,2,4,,,,,,,,,
5796276,9324414,3,4,,,,,,,,,
5199192,5572601,5,0,,,,,,,,,
9737540,4171411,1,4,,,,,,,,,
6240100,1601897,6,4,,,,,,,,,
4427824,8017660,2,0,,,,,,,,,
1708132,7494287,6,4,,,,,,,,,
9976940,9362264,1,4,,,,,,,,,
9362948,9443183,0,4,,,,,,,,,
3397036,1158368,6,4,,,,,,,,,
6025048,6092867,1,0,,,,,,,,,
6739156,479498,4,4,,,,,,,,,
472556,3261844,0,4,,,,,,,,,
7264532,1754160,2,4,,,,,,,,,
2588628,8013814,0,4,,,,,,,,,
441244,583793,6,4,,,,,,,,,
731560,3168021,4,0,,,,,,,,,
1557472,8306504,0,0,,,,,,,,,
5237028,2632145,6,4,,,,,,,,,
4778812,6899761,3,4,,,,,,,,,
6142328,5637333,3,0,,,,,,,,,
2821156,3379327,2,4,,,,,,,,,
2903748,5085207,1,4,,,,,,,,,
9240140,1187025,0,4,,,,,,,,,
809016,672347,5,0,,,,,,,,,
1350584,5656580,4,0,,,,,,,,,
4488704,2750359,3,0,,,,,,,,,
5912228,2503372,0,4,,,,,,,,,
6168492,4599572,1,4,,,,,,,,,
5796544,599221,5,0,,,,,,,,,
3203336,694928,3,0,,,,,,,,,
5432100,2900722,2,4,,,,,,,,,
7596736,3268542,0,0,,,,,,,,,
8863016,2962666,1,0,,,,,,,,,
4015344,7356969,4,0,,,,,,,,,
991876,8321412,4,4,,,,,,,,,
7204420,4738669,6,4,,,,,,,,,
5567932,5685451,6,4,,,,,,,,,
3421268,9136527,4,4,,,,,,,,,
811500,6774274,4,4,,,,,,,,,
3652756,3815054,2,4,,,,,,,,,
1118608,715166,1,0,,,,,,,,,
2666260,9097795,2,4,,,,,,,,,
7404012,6901202,0,4,,,,,,,,,
2317548,2319191,2,4,,,,,,,,,
5413248,8433001,1,0,,,,,,,,,
5620356,3266360,0,4,,,,,,,,,
8621568,2500734,4,0,,,,,,,,,
4238324,5535567,6,4,,,,,,,,,
2867620,7551120,0,4,,,,,,,,,
8280148,6591379,2,4,,,,,,,,,
5821476,3258455,3,4,,,,,,,,,
8514640,9955031,1,0,,,,,,,,,
4146056,614582,5,0,,,,,,,,,
6657056,8983363,0,0,,,,,,,,,
454372,9693346,2,4,,,,,,,,,
6183864,1071236,1,0,,,,,,,,,
4710640,9589601,4,0,,,,,,,,,
4952832,4259945,3,0,,,,,,,,,
2679096,9812469,0,0,,,,,,,,,
3681536,7573613,5,0,,,,,,,,,
4191416,1149936,5,0,,,,,,,,,
5674996,3031552,5,4,,,,,,,,,
2485788,5913697,4,4,,,,,,,,,
9061960,2387559,5,0,,,,,,,,,
1603060,1893925,4,4,,,,,,,,,
6639496,7190949,3,0,,,,,,,,,
4533380,7116794,5,4,,,,,,,,,
4223444,3117358,1,4,,,,,,,,,
5845036,5951417,1,4,,,,,,,,,
9058248,1980834,3,0,,,,,,,,,
3391264,719284,2,0,,,,,,,,,
3806372,7566227,3,4,,,,,,,,,
8049844,9831005,5,4,,,,,,,,,
1749904,8669897,2,0,,,,,,,,,
7727396,9153185,5,4,,,,,,,,,
4079532,398171,2,4,,,,,,,,,
7850156,8058582,6,4,,,,,,,,,
1123044,9988264,6,4,,,,,,,,,
2469648,6909884,6,0,,,,,,,,,
9730020,8880083,6,4,,,,,,,,,
5300152,5454560,4,0,,,,,,,,,
1107620,7058973,3,4,,,,,,,,,
760692,4472830,2,4,,,,,,,,,
5602672,8243461,5,0,,,,,,,,,
335200,8504606,5,0,,,,,,,,,
4064908,5939104,1,4,,,,,,,,,
499768,1479536,3,0,,,,,,,,,
9735184,453186,4,0,,,,,,,,,
1648520,408260,6,0,,,,,,,,,
4033252,5674780,6,4,,,,,,,,,
8031320,721527,3,0,,,,,,,,,
5897456,4865052,5,0,,,,,,,,,
9489904,6411745,4,0,,,,,,,,,
7074976,7875983,6,0,,,,,,,,,
6859412,5526320,0,4,,,,,,,,,
7086348,1758991,3,4,,,,,,,,,
8270560,6221435,4,0,,,,,,,,,
3342472,9711310,0,0,,,,,,,,,
1426188,7758878,1,4,,,,,,,,,
768112,9266842,2,0,,,,,,,,,
2170556,2689247,3,4,,,,,,,,,
1147016,8843502,3,0,,,,,,,,,
7358360,9319820,2,0,,,,,,,,,
7487180,4763632,1,4,,,,,,,,,
5635412,6099301,6,4,,,,,,,,,
1143580,60396,4,4,,,,,,,,,
6055788,5461689,4,4,,,,,,,,,
2274812,9256343,1,4,,,,,,,,,
7752332,5214752,0,4,,,,,,,,,
693380,3677874,2,4,,,,,,,,,
6327192,853683,4,0,,,,,,,,,
7761740,1309349,0,4,,,,,,,,,
566084,1449762,1,4,,,,,,,,,
777316,1473892,1,4,,,,,,,,,
8988312,5288469,4,0,,,,,,,,,
7261068,7226413,3,4,,,,,,,,,
6137380,4218406,4,4,,,,,,,,,
7467252,5444874,2,4,,,,,,,,,
5490436,3083661,0,4,,,,,,,,,
8619012,2790617,3,4,,,,,,,,,
1495724,1492701,6,4,,,,,,,,,
1462860,9730705,0,4,,,,,,,,,
8779924,1005839,6,4,,,,,,,,,
5068524,6765606,6,4,,,,,,,,,
3214916,9043333,5,4,,,,,,,,,
4740524,8855408,5,4,,,,,,,,,
455420,9627446,0,4,,,,,,,,,
5324300,2848555,2,4,,,,,,,,,
4291100,8568210,2,4,,,,,,,,,
7118180,6410466,6,4,,,,,,,,,
3508676,5218682,3,4,,,,,,,,,
183152,592263,4,0,,,,,,,,,
4567808,8875146,0,0,,,,,,,,,
8527392,6535411,6,0,,,,,,,,,
9128216,4008896,6,0,,,,,,,,,
9490280,1597077,2,0,,,,,,,,,
6534060,1896878,1,4,,,,,,,,,
8840428,2771841,2,4,,,,,,,,,
4929092,8361761,0,4,,,,,,,,,
4162988,3347113,4,4,,,,,,,,,
7430640,3361497,0,0,,,,,,,,,
7789776,3529699,1,0,,,,,,,,,
4884308,2518543,2,4,,,,,,,,,
6598856,5221465,5,0,,,,,,,,,
7740044,6058317,4,4,,,,,,,,,
342384,1279558,0,0,,,,,,,,,
4174096,5012712,3,0,,,,,,,,,
8591436,5891474,0,4,,,,,,,,,
8886864,6081124,0,0,,,,,,,,,
2404608,5990267,3,0,,,,,,,,,
494980,5510632,3,4,,,,,,,,,
715820,7004177,0,4,,,,,,,,,
8391548,5871184,4,4,,,,,,,,,
47032,5179008,6,0,,,,,,,,,
6327936,6074865,6,0,,,,,,,,,
3546412,5708964,2,4,,,,,,,,,
3791344,8757499,4,0,,,,,,,,,
153264,4671981,6,0,,,,,,,,,
6524740,3478737,5,4,,,,,,,,,
6647044,5200850,5,4,,,,,,,,,
8535784,1448795,5,0,,,,,,,,,
3552952,9412064,4,0,,,,,,,,,
9531056,5069946,3,0,,,,,,,,,
1896644,4506022,1,4,,,,,,,,,
2208844,4630231,1,4,,,,,,,,,
3317556,1350755,4,4,,,,,,,,,
1172168,5316328,4,0,,,,,,,,,
1205620,7979979,3,4,,,,,,,,,
1415480,6242323,3,0,,,,,,,,,
9192784,9987065,6,0,,,,,,,,,
9274656,8928970,6,0,,,,,,,,,
2418012,4051715,2,4,,,,,,,,,
3725952,8072717,6,0,,,,,,,,,
56036,6457963,1,4,,,,,,,,,
8273092,9213795,2,4,,,,,,,,,
4942572,8753172,5,4,,,,,,,,,
8099340,6582646,4,4,,,,,,,,,
6625452,8614724,1,4,,,,,,,,,
4280800,9607746,6,0,,,,,,,,,
5506564,1019049,0,4,,,,,,,,,
1537204,3260886,4,4,,,,,,,,,
5023212,9742842,5,4,,,,,,,,,
1632948,9928935,2,4,,,,,,,,,
5838724,1963199,3,4,,,,,,,,,
9531468,452432,2,4,,,,,,,,,
8004316,6762176,5,4,,,,,,,,,
8242540,1322918,5,4,,,,,,,,,
6936908,2750055,6,4,,,,,,,,,
6941820,3326378,4,4,,,,,,,,,
4037088,9778094,6,0,,,,,,,,,
749696,4256771,3,0,,,,,,,,,
3926288,4208876,2,0,,,,,,,,,
9911884,7767498,3,4,,,,,,,,,
4298504,4073037,0,0,,,,,,,,,
4010268,5669442,3,4,,,,,,,,,
4406608,4801693,3,0,,,,,,,,,
3578036,797259,0,4,,,,,,,,,
1385800,599205,3,0,,,,,,,,,
8813468,213879,6,4,,,,,,,,,
3858776,1292534,5,0,,,,,,,,,
7780744,9504460,6,0,,,,,,,,,
1497164,3408213,4,4,,,,,,,,,
6473160,8421506,1,0,,,,,,,,,
8444692,1201759,4,4,,,,,,,,,
1336824,8684861,6,0,,,,,,,,,
8684496,7589504,2,0,,,,,,,,,
3273228,1281435,0,4,,,,,,,,,
9706800,5347927,5,0,,,,,,,,,
6790940,8295376,2,4,,,,,,,,,
4563376,8588063,6,0,,,,,,,,,
4244284,1971155,2,4,,,,,,,,,
4367564,4692492,5,4,,,,,,,,,
3884456,2334330,2,0,,,,,,,,,
237468,4718723,0,4,,,,,,,,,
7812284,2514646,4,4,,,,,,,,,
7165696,1360822,6,0,,,,,,,,,
5571392,5242634,1,0,,,,,,,,,
1595588,5700154,1,4,,,,,,,,,
3883108,4526557,5,4,,,,,,,,,
1555768,5740068,4,0,,,,,,,,,
933328,7248290,4,0,,,,,,,,,
6264076,9332644,0,4,,,,,,,,,
509048,1511821,1,0,,,,,,,,,
8479712,8028921,3,0,,,,,,,,,
3862916,5534183,1,4,,,,,,,,,
2399876,4797311,3,4,,,,,,,,,
8165872,7434575,1,0,,,,,,,,,
2955168,3770252,6,0,,,,,,,,,
5632592,8949592,0,0,,,,,,,,,
1907884,4179516,6,4,,,,,,,,,
5042636,9508018,4,4,,,,,,,,,
5910120,1037284,6,0,,,,,,,,,
54284,7068394,6,4,,,,,,,,,
4123064,5613842,1,0,,,,,,,,,
838628,4046196,0,4,,,,,,,,,
1143568,2341090,6,0,,,,,,,,,
7683860,1371777,2,4,,,,,,,,,
2277008,4496208,6,0,,,,,,,,,
7826104,7913427,6,0,,,,,,,,,
644620,4621230,4,4,,,,,,,,,
7295832,1680390,5,0,,,,,,,,,
141872,3672582,3,0,,,,,,,,,
6469044,3341247,1,4,,,,,,,,,
4866724,7772879,2,4,,,,,,,,,
5215200,4958158,4,0,,,,,,,,,
7148872,5840112,3,0,,,,,,,,,
7515756,2332797,3,4,,,,,,,,,
6475148,2081708,1,4,,,,,,,,,
6520292,4893176,2,4,,,,,,,,,
4228920,2883479,3,0,,,,,,,,,
4046552,1813113,6,0,,,,,,,,,
6174408,998706,2,0,,,,,,,,,
8211600,9017112,5,0,,,,,,,,,
2606636,8356515,4,4,,,,,,,,,
3637880,5284275,1,0,,,,,,,,,
7758556,9618012,1,4,,,,,,,,,
4079404,7383086,0,4,,,,,,,,,
870196,9432217,5,4,,,,,,,,,
7785920,1155144,2,0,,,,,,,,,
982168,2525403,5,0,,,,,,,,,
9302524,1289370,0,4,,,,,,,,,
3706920,5294875,0,0,,,,,,,,,
7976176,3616840,5,0,,,,,,,,,
6574972,5819293,5,4,,,,,,,,,
4191572,8814287,0,4,,,,,,,,,
5611548,8464348,5,4,,,,,,,,,
7511752,6746763,3,0,,,,,,,,,
4601948,483491,1,4,,,,,,,,,
8740928,1450804,0,0,,,,,,,,,
5238868,6049967,5,4,,,,,,,,,
6889128,5412217,1,0,,,,,,,,,
5202192,5818614,2,0,,,,,,,,,
9466724,8105384,1,4,,,,,,,,,
8884168,730938,6,0,,,,,,,,,
2780764,4952083,0,4,,,,,,,,,
5571800,5909637,3,0,,,,,,,,,
8590172,1057480,3,4,,,,,,,,,
1879016,5733942,6,0,,,,,,,,,
8525176,6607619,2,0,,,,,,,,,
8854764,8482206,2,4,,,,,,,,,
7689912,9548046,6,0,,,,,,,,,
8151256,7339296,1,0,,,,,,,,,
1086200,1367214,3,0,,,,,,,,,
3369848,2754532,6,0,,,,,,,,,
326100,823559,5,4,,,,,,,,,
6108296,7628667,5,0,,,,,,,,,
9096896,504470,4,0,,,,,,,,,
7352012,3362061,3,4,,,,,,,,,
2935720,7574115,4,0,,,,,,,,,
1329532,1771397,1,4,,,,,,,,,
926480,5051267,2,0,,,,,,,,,
1989228,6404353,3,4,,,,,,,,,
7258704,7270182,5,0,,,,,,,,,
4291580,9801678,6,4,,,,,,,,,
3063892,3065323,6,4,,,,,,,,,
7068356,3721210,1,4,,,,,,,,,
6357388,1874193,2,4,,,,,,,,,
2794188,9894158,5,4,,,,,,,,,
621372,4845629,3,4,,,,,,,,,
9833076,8967198,1,4,,,,,,,,,
2323700,3369907,1,4,,,,,,,,,
6001184,1300176,0,0,,,,,,,,,
1094672,6754335,5,0,,,,,,,,,
7334400,1995193,3,0,,,,,,,,,
193312,6228813,0,0,,,,,,,,,
3943388,9310442,1,4,,,,,,,,,
7812884,8585950,2,4,,,,,,,,,
9895740,789782,1,4,,,,,,,,,
3626004,9624301,4,4,,,,,,,,,
4867996,5184628,0,4,,,,,,,,,
5403692,9020185,0,4,,,,,,,,,
5367316,1548095,3,4,,,,,,,,,
866476,1632434,2,4,,,,,,,,,
3607524,4961861,4,4,,,,,,,,,
716848,6021554,6,0,,,,,,,,,
5056844,4296563,2,4,,,,,,,,,
1932440,1542072,6,0,,,,,,,,,
6156364,6405143,4,4,,,,,,,,,
234420,3334213,4,4,,,,,,,,,
4000468,8677283,3,4,,,,,,,,,
6777336,594966,6,0,,,,,,,,,
6360800,1712274,5,0,,,,,,,,,
9936592,645542,1,0,,,,,,,,,
2549780,5756316,2,4,,,,,,,,,
3563616,139519,0,0,,,,,,,,,
1064184,8795076,2,0,,,,,,,,,
6672636,1101963,5,4,,,,,,,,,
1651060,6464777,5,4,,,,,,,,,
4609248,1687016,0,0,,,,,,,,,
3393052,684341,5,4,,,,,,,,,
8440344,3845585,3,0,,,,,,,,,
8352132,4950230,5,4,,,,,,,,,
2412588,6815313,3,4,,,,,,,,,
5719344,7877139,1,0,,,,,,,,,
9710928,4599520,3,0,,,,,,,,,
4786056,2773563,2,0,,,,,,,,,
9941124,3696497,4,4,,,,,,,,,
2083052,9939458,6,4,,,,,,,,,
4597436,2707348,4,4,,,,,,,,,
1201644,8199692,3,4,,,,,,,,,
4054228,8213906,3,4,,,,,,,,,
1924124,9163009,6,4,,,,,,,,,
4609248,3532452,0,0,,,,,,,,,
7107744,6219570,0,0,,,,,,,,,
9059176,6302732,0,0,,,,,,,,,
734328,5404017,0,0,,,,,,,,,
7963856,5563442,5,0,,,,,,,,,
2811436,4204149,5,4,,,,,,,,,
6955960,2570192,4,0,,,,,,,,,
5005128,4882980,2,0,,,,,,,,,
2435132,7268995,0,4,,,,,,,,,
8983012,567183,3,4,,,,,,,,,
6701580,8836936,4,4,,,,,,,,,
7243132,7549896,1,4,,,,,,,,,
3518852,1387849,1,4,,,,,,,,,
4137424,4516699,4,0,,,,,,,,,
864376,1289290,2,0,,,,,,,,,
4368936,2019635,5,0,,,,,,,,,
1823748,2797405,3,4,,,,,,,,,
2904556,9682993,4,4,,,,,,,,,
608004,3168763,5,4,,,,,,,,,
8540652,9375959,1,4,,,,,,,,,
8196828,8446562,3,4,,,,,,,,,
8018276,4054391,0,4,,,,,,,,,
3787940,4707740,2,4,,,,,,,,,
9083196,4941835,3,4,,,,,,,,,
709316,1122661,6,4,,,,,,,,,
7014380,2147837,2,4,,,,,,,,,
7466664,2824989,2,0,,,,,,,,,
927088,4684576,1,0,,,,,,,,,
843480,3844713,1,0,,,,,,,,,
7929360,9521596,5,0,,,,,,,,,
8178500,76357,1,4,,,,,,,,,
2354960,9415965,6,0,,,,,,,,,
6272204,7551128,1,4,,,,,,,,,
4995916,1388117,2,4,,,,,,,,,
925532,9909957,6,4,,,,,,,,,
8274756,6344065,0,4,,,,,,,,,
8923648,330008,6,0,,,,,,,,,
6275540,8399061,5,4,,,,,,,,,
3102380,8781175,1,4,,,,,,,,,
7213200,4826088,1,0,,,,,,,,,
9294100,1243520,4,4,,,,,,,,,
4655132,752153,6,4,,,,,,,,,
4688396,1983638,6,4,,,,,,,,,
1877496,8596493,5,0,,,,,,,,,
7848212,767453,1,4,,,,,,,,,
6018260,9142604,3,4,,,,,,,,,
6608476,8551701,0,4,,,,,,,,,
5833384,5128821,4,0,,,,,,,,,
561048,3101998,5,0,,,,,,,,,
1808076,9300732,4,4,,,,,,,,,
9551096,7776081,2,0,,,,,,,,,
1695772,9301654,1,4,,,,,,,,,
7969492,9402533,6,4,,,,,,,,,
9532812,386358,2,4,,,,,,,,,
5918796,8241662,2,4,,,,,,,,,
5533036,4137583,5,4,,,,,,,,,
823100,7538007,5,4,,,,,,,,,
2012372,7144004,5,4,,,,,,,,,
8137604,1165540,6,4,,,,,,,,,
1691344,8850455,4,0,,,,,,,,,
7982648,3331378,2,0,,,,,,,,,
3789240,8693939,0,0,,,,,,,,,
1010932,3612358,6,4,,,,,,,,,
2336768,7373902,0,0,,,,,,,,,
7732504,5294826,3,0,,,,,,,,,
5219808,7605770,6,0,,,,,,,,,
5568492,2913421,6,4,,,,,,,,,
8752448,127198,5,0,,,,,,,,,
889684,8230081,5,4,,,,,,,,,
9316072,6211836,3,0,,,,,,,,,
8563644,5786535,5,4,,,,,,,,,
4923020,3760343,4,4,,,,,,,,,
3007300,6963462,2,4,,,,,,,,,
9950536,1541840,1,0,,,,,,,,,
2967424,9002882,5,0,,,,,,,,,
